ts,lap,speed_kph,rpm,accel_mps2,distance_m,brake_temp_c,battery_soc,brake_pad_frac,tire_wear_frac,risk,reasons,lat,lon
2025-08-22T18:01:02.724687,1,59.7,1980.3,1.386,2970.04,301.32,19.57,0.9767,0.9544,1.0,nominal,37.422048,-122.083958
